Date	Open	High	Low	Close	Volume	Market Cap
Mar 19, 2021	$57,850.44	$59,498.38	$56,643.70	$58,346.65	$49,063,873,786	$1,088,666,450,746
Mar 18, 2021	$58,893.08	$60,116.25	$54,253.58	$57,858.92	$55,746,041,000	$1,079,511,086,884
Mar 17, 2021	$56,825.83	$58,969.82	$54,528.63	$58,870.89	$60,258,313,191	$1,098,337,655,327
Mar 16, 2021	$55,840.79	$56,833.18	$53,555.03	$56,804.90	$59,749,798,599	$1,059,745,818,423
Mar 15, 2021	$59,267.43	$60,540.99	$55,393.17	$55,907.20	$66,419,369,890	$1,042,946,024,860
Mar 14, 2021	$61,221.13	$61,597.92	$59,302.32	$59,302.32	$43,901,225,564	$1,106,226,132,525
Mar 13, 2021	$57,343.37	$61,683.86	$56,217.97	$61,243.08	$60,669,829,814	$1,142,369,158,667
Mar 12, 2021	$57,821.22	$57,996.62	$55,376.65	$57,332.09	$55,689,944,702	$1,069,366,321,844
Mar 11, 2021	$55,963.18	$58,091.06	$54,484.59	$57,805.12	$56,772,343,595	$1,078,135,604,118
Mar 10, 2021	$54,824.01	$57,258.25	$53,290.89	$56,008.55	$57,295,577,614	$1,044,580,057,477
Mar 09, 2021	$52,272.97	$54,824.12	$51,981.83	$54,824.12	$50,912,227,385	$1,022,439,972,862
Mar 08, 2021	$51,174.12	$52,314.07	$49,506.05	$52,246.52	$48,597,428,048	$974,321,883,623
Mar 07, 2021	$48,918.68	$51,384.37	$48,918.68	$51,206.69	$43,137,459,378	$954,880,954,585
Mar 06, 2021	$48,899.23	$49,147.22	$47,257.53	$48,912.38	$34,363,564,661	$912,054,166,029
Mar 05, 2021	$48,527.03	$49,396.43	$46,542.51	$48,927.30	$48,625,928,883	$912,285,065,720
Mar 04, 2021	$50,522.31	$51,735.09	$47,656.93	$48,561.17	$52,343,816,680	$905,414,104,807
Mar 03, 2021	$48,415.81	$52,535.14	$48,274.32	$50,538.24	$53,220,811,975	$942,236,576,905
Mar 02, 2021	$49,612.11	$50,127.51	$47,228.85	$48,378.99	$47,530,897,720	$901,933,683,269
Mar 01, 2021	$45,159.50	$49,784.02	$45,115.09	$49,631.24	$53,891,300,112	$925,235,527,882
Feb 28, 2021	$46,194.02	$46,716.43	$43,241.62	$45,137.77	$53,443,887,451	$841,428,977,515
Feb 27, 2021	$46,344.77	$48,253.27	$45,269.03	$46,188.45	$45,910,946,382	$860,978,135,421
Feb 26, 2021	$47,180.46	$48,370.79	$44,454.84	$46,339.76	$350,967,941,479	$863,752,275,053
Feb 25, 2021	$49,709.08	$51,948.97	$47,093.85	$47,093.85	$54,506,565,949	$877,766,126,138
Feb 24, 2021	$48,835.09	$51,290.14	$47,213.50	$49,705.33	$63,695,521,388	$926,393,090,751
Feb 23, 2021	$54,204.93	$54,204.93	$45,290.59	$48,824.43	$106,102,492,824	$909,925,854,460
Feb 22, 2021	$57,532.74	$57,533.39	$48,967.57	$54,207.32	$92,052,420,332	$1,010,205,212,981
Feb 21, 2021	$56,068.57	$58,330.57	$55,672.61	$57,539.94	$51,897,585,191	$1,072,263,294,725
Feb 20, 2021	$55,887.34	$57,505.23	$54,626.56	$56,099.52	$68,145,460,026	$1,045,371,087,640
Feb 19, 2021	$51,675.98	$56,113.65	$50,937.28	$55,888.13	$63,495,496,918	$1,041,380,696,669
Feb 18, 2021	$52,140.97	$52,474.11	$51,015.76	$51,679.80	$52,054,723,579	$962,915,078,024
Feb 17, 2021	$49,207.28	$52,533.91	$49,072.38	$52,149.01	$80,820,545,404	$971,611,626,454
Feb 16, 2021	$47,944.46	$50,341.10	$47,201.30	$49,199.87	$77,049,582,886	$916,623,418,254
Feb 15, 2021	$48,696.54	$48,875.57	$46,347.48	$47,945.06	$77,069,903,166	$893,210,080,039
Feb 14, 2021	$47,114.51	$49,487.64	$47,114.51	$48,717.29	$71,248,675,228	$907,551,330,153
Feb 13, 2021	$47,491.20	$48,047.74	$46,392.28	$47,105.52	$70,250,456,155	$877,478,894,464
Feb 12, 2021	$47,877.03	$48,745.73	$46,424.98	$47,504.85	$76,555,041,196	$884,874,050,612
Feb 11, 2021	$44,898.71	$48,463.47	$44,187.76	$47,909.33	$81,388,911,810	$892,364,856,136
Feb 10, 2021	$46,469.76	$47,145.57	$43,881.15	$44,918.18	$87,301,089,896	$836,616,907,527
Feb 09, 2021	$46,184.99	$48,003.72	$45,166.96	$46,481.10	$91,809,846,886	$865,682,956,619
Feb 08, 2021	$38,886.83	$46,203.93	$38,076.32	$46,196.46	$101,467,222,687	$860,342,706,260
Feb 07, 2021	$39,250.19	$39,621.84	$37,446.15	$38,903.44	$65,500,641,143	$724,478,833,211
Feb 06, 2021	$38,138.39	$40,846.55	$38,138.39	$39,266.01	$71,326,033,653	$731,192,490,093
Feb 05, 2021	$36,931.55	$38,225.91	$36,658.76	$38,144.31	$58,598,066,402	$710,266,752,534
Feb 04, 2021	$37,475.10	$38,592.18	$36,317.50	$36,926.06	$68,838,074,392	$687,542,752,523
Feb 03, 2021	$35,510.82	$37,480.19	$35,443.98	$37,472.09	$61,166,818,159	$697,672,910,488
Feb 02, 2021	$33,533.20	$35,896.88	$33,489.22	$35,510.29	$63,088,585,433	$661,114,581,664
Feb 01, 2021	$33,114.58	$34,638.21	$32,384.23	$33,537.18	$61,400,400,660	$624,349,044,409
Jan 31, 2021	$34,270.88	$34,288.33	$32,270.18	$33,114.36	$52,754,542,671	$616,452,744,533
Jan 30, 2021	$34,295.94	$34,834.71	$32,940.19	$34,269.52	$65,141,828,798	$637,924,573,284
Jan 29, 2021	$34,318.67	$38,406.26	$32,064.81	$34,316.39	$117,894,572,511	$638,768,671,362
Jan 28, 2021	$30,441.04	$33,858.31	$30,023.21	$33,466.10	$76,517,157,706	$622,910,073,820
Jan 27, 2021	$32,564.03	$32,564.03	$29,367.14	$30,432.55	$62,576,762,015	$566,417,413,554
Jan 26, 2021	$32,358.61	$32,794.55	$31,030.27	$32,569.85	$60,255,421,470	$606,169,260,387
Jan 25, 2021	$32,285.80	$34,802.74	$32,087.79	$32,366.39	$59,897,054,838	$602,350,097,075
Jan 24, 2021	$32,064.38	$32,944.01	$31,106.69	$32,289.38	$48,643,830,599	$600,888,568,010
Jan 23, 2021	$32,985.76	$33,360.98	$31,493.16	$32,067.64	$48,354,737,975	$596,733,137,645
Jan 22, 2021	$30,817.63	$33,811.85	$28,953.37	$33,005.76	$77,207,272,511	$614,160,521,492
Jan 21, 2021	$35,549.40	$35,552.68	$30,250.75	$30,825.70	$75,643,067,688	$573,565,664,943
Jan 20, 2021	$36,050.11	$36,378.33	$33,570.48	$35,547.75	$66,834,573,161	$661,400,102,161
Jan 19, 2021	$36,642.23	$37,755.89	$36,069.81	$36,069.81	$57,244,195,486	$671,081,200,700
Jan 18, 2021	$35,792.24	$37,299.29	$34,883.84	$36,630.08	$49,511,702,429	$681,470,030,572
Jan 17, 2021	$36,163.65	$36,722.35	$34,069.32	$35,791.28	$52,359,854,336	$665,831,621,391
Jan 16, 2021	$36,821.65	$37,864.37	$35,633.55	$36,178.14	$57,706,187,875	$673,000,645,231
Jan 15, 2021	$39,156.71	$39,577.71	$34,659.59	$36,825.37	$67,760,757,881	$685,005,864,471
Jan 14, 2021	$37,325.11	$39,966.41	$36,868.56	$39,187.33	$63,615,990,033	$728,904,366,964
Jan 13, 2021	$33,915.12	$37,599.96	$32,584.67	$37,316.36	$69,364,315,979	$694,069,582,194
Jan 12, 2021	$35,516.36	$36,568.53	$32,697.98	$33,922.96	$74,773,277,909	$630,920,422,745
Jan 11, 2021	$38,346.53	$38,346.53	$30,549.60	$35,566.66	$123,320,567,399	$661,457,321,418
Jan 10, 2021	$40,254.22	$41,420.19	$35,984.63	$38,356.44	$79,980,747,690	$713,304,617,761
Jan 09, 2021	$40,788.64	$41,436.35	$38,980.88	$40,254.55	$61,984,162,837	$748,563,483,043
Jan 08, 2021	$39,381.77	$41,946.74	$36,838.64	$40,797.61	$88,107,519,480	$758,625,941,267
Jan 07, 2021	$36,833.87	$40,180.37	$36,491.19	$39,371.04	$84,762,141,031	$732,062,681,138
Jan 06, 2021	$34,013.61	$36,879.70	$33,514.03	$36,824.36	$75,289,433,811	$684,671,246,324
Jan 05, 2021	$31,977.04	$34,437.59	$30,221.19	$33,992.43	$67,547,324,782	$631,980,005,970
Jan 04, 2021	$32,810.95	$33,440.22	$28,722.76	$31,971.91	$81,163,475,344	$594,384,025,391
Jan 03, 2021	$32,129.41	$34,608.56	$32,052.32	$32,782.02	$78,665,235,202	$609,409,213,147
Jan 02, 2021	$29,376.46	$33,155.12	$29,091.18	$32,127.27	$67,865,420,765	$597,205,944,669
Jan 01, 2021	$28,994.01	$29,600.63	$28,803.59	$29,374.15	$40,730,301,359	$546,001,594,838
Dec 31, 2020	$28,841.57	$29,244.88	$28,201.99	$29,001.72	$46,754,964,848	$539,051,138,108
Dec 30, 2020	$27,360.09	$28,937.74	$27,360.09	$28,840.95	$51,287,442,704	$536,033,807,161
Dec 29, 2020	$27,081.81	$27,370.72	$25,987.30	$27,362.44	$45,265,946,774	$508,523,687,097
Dec 28, 2020	$26,280.82	$27,389.11	$26,207.64	$27,084.81	$49,056,742,893	$503,339,329,917
Dec 27, 2020	$26,439.37	$28,288.84	$25,922.77	$26,272.29	$66,479,895,605	$488,213,268,382
Dec 26, 2020	$24,677.02	$26,718.07	$24,522.69	$26,437.04	$48,332,647,295	$491,250,863,157
Dec 25, 2020	$23,733.57	$24,710.10	$23,463.67	$24,664.79	$42,068,395,846	$458,297,232,692
Dec 24, 2020	$23,240.20	$23,768.34	$22,777.60	$23,735.95	$41,080,759,713	$441,017,197,764
Dec 23, 2020	$23,781.97	$24,024.49	$22,802.65	$23,241.34	$51,146,161,904	$431,808,778,580
Dec 22, 2020	$22,794.04	$23,789.90	$22,430.60	$23,783.03	$44,171,632,681	$441,850,902,134
Dec 21, 2020	$23,474.46	$24,059.98	$22,159.37	$22,803.08	$45,852,713,981	$423,625,088,584
Dec 20, 2020	$23,861.77	$24,209.66	$23,147.71	$23,477.30	$37,844,228,422	$436,129,331,482
Dec 19, 2020	$23,132.87	$24,085.86	$22,826.47	$23,869.83	$38,487,546,580	$443,399,267,277
Dec 18, 2020	$22,806.80	$23,238.60	$22,399.81	$23,137.96	$40,387,896,275	$429,781,092,528
Dec 17, 2020	$21,308.35	$23,642.66	$21,234.68	$22,805.16	$71,378,606,374	$423,576,934,966
Dec 16, 2020	$19,418.82	$21,458.91	$19,298.32	$21,310.60	$44,409,011,479	$395,799,863,746
Dec 15, 2020	$19,246.92	$19,525.01	$19,079.84	$19,417.08	$26,741,982,541	$360,614,771,027
Dec 14, 2020	$19,144.49	$19,305.10	$19,012.71	$19,246.64	$22,473,997,681	$357,432,550,020
Dec 13, 2020	$18,806.77	$19,381.54	$18,734.33	$19,142.38	$25,450,468,637	$355,479,173,806
Dec 12, 2020	$18,051.32	$18,919.55	$18,046.04	$18,803.66	$21,752,580,802	$349,170,613,899
Dec 11, 2020	$18,263.93	$18,268.45	$17,619.53	$18,058.90	$27,919,640,985	$335,326,168,919
Dec 10, 2020	$18,553.30	$18,553.30	$17,957.07	$18,264.99	$25,547,132,265	$339,136,939,586
Dec 09, 2020	$18,320.88	$18,626.29	$17,935.55	$18,553.92	$34,420,373,071	$344,486,483,494
Dec 08, 2020	$19,191.53	$19,283.48	$18,269.95	$18,321.14	$31,692,288,756	$340,148,764,252
Dec 07, 2020	$19,343.13	$19,411.83	$18,931.14	$19,191.63	$26,896,357,742	$356,293,229,783
Dec 06, 2020	$19,154.18	$19,390.50	$18,897.89	$19,345.12	$25,293,775,714	$359,123,541,247
Dec 05, 2020	$18,698.39	$19,160.45	$18,590.19	$19,154.23	$27,242,455,064	$355,563,938,256
Dec 04, 2020	$19,446.97	$19,511.40	$18,697.19	$18,699.77	$33,872,388,058	$347,111,351,136
Dec 03, 2020	$19,205.93	$19,566.19	$18,925.78	$19,445.40	$31,930,317,405	$360,933,936,017
Dec 02, 2020	$18,801.74	$19,308.33	$18,347.72	$19,201.09	$37,387,697,139	$356,381,007,571
Dec 01, 2020	$19,633.77	$19,845.98	$18,321.92	$18,803.00	$49,633,658,712	$348,976,597,318
Nov 30, 2020	$18,178.32	$19,749.26	$18,178.32	$19,625.84	$47,728,480,399	$364,229,729,426
Nov 29, 2020	$17,719.63	$18,283.63	$17,559.12	$18,177.48	$31,133,957,704	$337,336,592,123
Nov 28, 2020	$17,112.93	$17,853.94	$16,910.65	$17,717.42	$32,601,040,734	$328,782,832,212
Nov 27, 2020	$17,153.91	$17,445.02	$16,526.42	$17,108.40	$38,886,494,645	$317,464,460,530
Nov 26, 2020	$18,729.84	$18,866.29	$16,351.03	$17,150.62	$61,396,835,737	$318,231,964,319
Nov 25, 2020	$19,104.41	$19,390.97	$18,581.15	$18,732.12	$43,710,357,371	$347,558,803,507
Nov 24, 2020	$18,365.01	$19,348.27	$18,128.66	$19,107.46	$51,469,565,009	$354,504,361,032
Nov 23, 2020	$18,370.02	$18,711.43	$18,000.80	$18,364.12	$42,741,112,308	$340,698,070,308
Nov 22, 2020	$18,642.23	$18,688.97	$17,671.38	$18,370.00	$41,280,434,226	$340,790,183,317
Nov 21, 2020	$18,621.32	$18,936.62	$18,444.36	$18,642.23	$39,650,210,707	$345,819,234,185
Nov 20, 2020	$17,817.08	$18,773.23	$17,765.80	$18,621.31	$36,992,873,940	$345,411,881,099
Nov 19, 2020	$17,803.86	$18,119.55	$17,382.55	$17,817.09	$36,985,055,355	$330,475,167,134
